State,Description,Plate Image,Source
CA,California - California State Senate Retired Blue + Gold,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/stsenateretiredblugld.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - California State Senate - Script,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/stsenatescript.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - California State Senate - Sun,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/stsenatesun.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - Lake Tahoe Conservancy - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/tahoe_mc.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - Lake Tahoe Conservancy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/tahoeT_150.jpg),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - Trailer - Script,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/trailer-1.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/standard-license-plates/)
CA,California - Trailer - Block,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/trailer-2.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/standard-license-plates/)
CA,California - Trailer - Sun,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/trailer-3.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/standard-license-plates/)
CA,California - Trailers - Blue + Gold,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/trailer-4.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/standard-license-plates/)
CA,California - Transporters - Block,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/TrnBlock.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - Transporters - Script,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/TrnScript.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - Transporters - Blue + Gold,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/trnsprtrblugld.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - Transporters - Sun,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/TrnSun.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States House of Representatives - Block,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/UScongressblok.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States House of Representatives - Script,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/UScongressscript.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States House of Representatives - Sun,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/UScongresssun.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States House of Representatives - Blue + Gold,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/UScongrsblugld.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States Senator - 2nd vehicle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/USsenate2ndvehblugld..gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States Senator - Block,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/USsenateblok.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States Senator - Blue + Gold,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/USsenateblugld.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States Senator - Script,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/USSenateScript.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - United States Senator - Sun,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/USSenateSun.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-license-plates/)
CA,California - Veterans’ Organizations - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/veteran_mc.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - Veterans’ Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/veterant_150.jpg),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - WHALE TAIL - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/whalehead_mc.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - WHALE TAIL,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/whaletail_150.jpg),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - Yosemite Conservancy - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/yosemite_mc.gif),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
CA,California - Yosemite Conservancy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/CA/yosemiteT_150.jpg),[Source](https://www.dmv.ca.gov/portal/vehicle-registration/license-plates-decals-and-placards/california-license-plates/special-interest-license-plates/)
NY,New York - Fishing - Striped Bass (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/bass14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Fishing - Striped Bass (motor)cycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/bass-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Fishing - Trout (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/trout14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Fishing - Trout (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/trout-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Fishing - Walleye (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/walleye14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Fishing - Walleye (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/walleye-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Parks - Beach Scene (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/beach14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Parks - Beach Scene (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/beach-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,"New York - Parks - Niagara Falls Scene (motorcycle)
",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/falls-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Parks - Niagara Falls Scene (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/falls14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Parks - Bridge Scene (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/bridge-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Parks - Bridge Scene (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/bridge14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Deer (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/deer-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Deer (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/deer14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Duck (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/duck-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Duck (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/duck14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Turkey (motorcycle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/turkey-mc2015.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Hunting - Turkey (vehicle),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/turkey14.png),[Source](https://dmv.ny.gov/plates/nys-i-love-ny-adventure-plates-gallery)
NY,New York - Excelsior,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/excelsior_embossed_plate_3d_master.jpg),[Source](https://dmv.ny.gov/plates/excelsior-plates)
NY,New York - Civil Air Patrol,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/civil-airpatrol-2013.png),[Source](https://dmv.ny.gov/plates/professions)
NY,New York - Emergency Medical Technician,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/emt-2013.png),[Source](https://dmv.ny.gov/plates/professions)
NY,New York - Emergency Medical Technician Paramedic,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/emt-paramedic-2013.png),[Source](https://dmv.ny.gov/plates/professions)
NY,New York - Ham Radio Operator,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/ham-radio-2013.png),[Source](https://dmv.ny.gov/plates/professions)
NY,New York - Volunteer Ambulance Service,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/volunteer-ambulance-2013.png),[Source](https://dmv.ny.gov/plates/professions)
NY,New York - Volunteer Firefighter,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/NY/volunteer-firefighter-2013.png),[Source](https://dmv.ny.gov/plates/professions)
